,TITLE,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
0,Model1,500,1,Unidirectional,0.8250636904039791,0.7881023174891287,0.7805191903264678,0.21539379474940334,0.7030649181703796,0.30420782195394636
1,Model2,500,2,Unidirectional,0.8337983743782603,0.7935620962429789,0.7992430632177986,0.27088305489260145,0.6966706794047228,0.3793725165321209
2,Model3,500,3,Unidirectional,0.8285818270047313,0.7607529496721138,0.7791555614742599,0.1957040572792363,0.51180284581162,0.2764588635304765
3,Model4,500,1,Bidirectional,0.8572121800315419,0.8439717731367573,0.8432476411131791,0.47076372315035797,0.7523563041924837,0.5537700565706726
4,Model5,500,2,Bidirectional,0.872861822152129,0.8869068872437077,0.8776260189826164,0.6258949880668258,0.8162434209385767,0.7049214748256647
5,Model6,500,3,Bidirectional,0.8914230255974767,0.8858787636747264,0.876498697586452,0.502983293556086,0.8789447578229428,0.627151236768982
6,Model7,800,1,Bidirectional,0.8674026446682033,0.8541477748401421,0.8474126412566338,0.4445107398568019,0.8469369124028249,0.5545293138841273
7,Model8,800,2,Bidirectional,0.8951837923086255,0.8872445304831521,0.8865746842284035,0.5727923627684964,0.8795613606747007,0.6891675049693017
8,Model9,800,3,Bidirectional,0.9042824214485018,0.8971742592432479,0.8968857221278042,0.6097852028639618,0.8882713052133805,0.7179280857708115
